id,sentiment
22 Eyrs Old Song I Very Like This Movie & Song  :),movie
Beautiful Sonam Kapoor,movie
dumb singing,music
very good videos gaa e,movie
gd,movie
very very wonder ful video,movie
Lolololololol,movie
Nice song👌🌹,music
This song is so calm and relaxing,music
والله كشخه ابو فسيه,movie
Pain to ears.,movie
I love it,movie
Very lovely song,music
so lovely song,music
nice video,movie
i dont understand....why the hell he was watching vdo of mithun???,movie
awome song,music
Antalya'da bu videonun çekilmiş olması gerçekten gurur verici...hem şarkı hemde mekanlar çok güzel,movie
i like it this song,music
Nice,movie
❤❤❤❤👍👍👍👍,movie
Fantasticoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo.....!!!,movie
nice,movie
very nyc,movie
nice,movie
sonam  kapoor   really   nice   song   and krutirochan,music
awesome songs,movie
nice,movie
i just  love this song very much,music
the beat beats harder than my exams results.,music
Fine,movie
it is very niceeeeeeeeeeeee,movie
nice song,music
jo jo,movie
look at the likes,movie
"""Badi fursat se tumhein dekhta hun,""",movie
"""Badi muddat se tumhein chahta hun,""",movie
"""Meri izzat, mera imaan tujh se hai,""",movie
"""Usi neeyat se tumhein dekhta hun,""",movie
"""Tujhme chhupi meri tamaam khushiya,""",movie
"""Apni puri duniya tumhein maanta hun,""",movie
"""Shayad mil jaaye tujhme khuda mujhe,""",movie
Badi hasrat se tumhein poojta hun….!,movie
Very very very nice song,music
Thanks for the first place in my life,movie
Fr ,movie
Lgaldatpawpldgql,movie
Starting tune sounds like Pink Floyd's Marooned,movie
yo yo honey singh buys views frim authentic hits dot com,movie
hrithik is the best in the world,movie
very nice song,music
My favorite song....,music
nice video,movie
kamal ka song hi yar............suprb,music
it is hindi or punjabi song?,music
Good song,music
I. Hate. Honey. Sing. But can this. Was. Cool,movie
"""some how 37,000 aliens dislike this song idiots""",music
supar se  upor,movie
i looooooooooooooooove it..........................................................................,movie
Love is fun,movie
nice songs,movie
amazing,movie
niiiiiiccccceee,movie
total disrespect to the original song...,movie
nice,movie
very nice song.,music
two boss,movie
when I see hrithik lipsing  honey singh... it looks like he might do a better job at singing this song. the video is very engaging and who doesn't like to see hrithik romancing his ass off and hence the staggering views... honey's singing is insipid.,movie
wow... jus amazing.. love u #hrithik And Sonam...n hats off to Honey singh,movie
Hritik Roshan! ♥♥♥,movie
very nice song I like it,music
MOSTI GAN KELA,movie
what a song,music
I just want him to dance the entire video! lol,movie
নিচে,movie
nice,movie
nice,movie
nice,movie
I love this song,music
Please donate 5rs ...Nd change the life of someone....,movie
account number is ICIC0000387 ifsc code ...038701508687..,music
Omg 😵,movie
"""Is it just me or are the scenes in the music video out of order?  At 1:10 he is imagining her give him the thumbs down, but that does not occur until 1:37.  At 2:12 and 2:17 he is seen with the red business card, but he does not get that card until 2:45 when the girl leaves it behind at the restaurant.  The video may need to be re-edited.""",movie
nise,movie
nice,movie
nice (y),movie
"""While our looks fade overtime,my love for you will stay strong forever.""",movie
like yur youtube,movie
moja pilam,movie
so exciting want to learn this song and yo yo aab konsa naya gana ayega,music
nic song,music
nice song yo yo honey singh,music
Honey singh bullshit rap part fucks the song up!!!!,music
"""God Hrithik is so damn sexy and a big mismatch with Sonam!! She is just EWWWWWWW couldn't they cast Kat, DP, Or ANYONE ELSE instead of this skinny stick, big mouth ugly a$$ Sonam?! She literally killed the song for me!!!!""",movie
the scenery view is so nice in the song..but i didnt like the song that much...except dheere dheere line,music
Wonderful i like yo yo honey singh's Albums except those hindi words in the some part of the song.......,music
oooouuu,movie
Honesty is the best police,movie
Super.......,movie
مكان التمثيل حلوا  والا احلا بلمثلين ..👌,movie
sonam is so dayum hot,movie
"""its great the first Indian song to get 65+ million views on youtube in just 1+ month but but........ the voice is not real thats really dumb u used auto tune!! why? ritik n sonam r mismatch, if a guy takes photos of a unknown girl than u know 😂😂😂😂""",movie
hritik roshan bhai tolly wood movie attarintiki daredi ,movie
reemak this movie,movie
I likes video,movie
fantastic song,music
jjjkn,movie
Great song,music
nice song,music
Ayer o I'm,movie
MOST HOPELESS SONG HONEY SINGH SPOILING MUSIC. . SON OF A BITCH... HATS OFF SIR BOHEMIA. ..,movie
ñyç  videos,movie
so nice song,music
Hi,movie
i  love  this  song  and  love  you  honey  singh,music
oooohhhhhhhh,movie
looks like sonam kapoor exchanges utensils for clothes :D,movie
best song Hrithik roshan,music
achaa hy,movie
very close song,music
https://www.youtube.com/watch?v=nCD2hj6zJEc,movie
i love this song,music
Perfect song,music
hayeeeee voice of my heart ♡♡♡♡♡,music
5 million hits a day and so on!!!,movie
nice song,music
supar song,music
nice,movie
Is song is my favorite and lm listenig is song,music
woow,movie
superbbbbbbb song,music
love you yo yo,movie
nice song.....🎶🎶,music
I have absolutely no idea what's going on but the beat is irresistible,movie
supper hit song,movie
ايش اسم الفلم,movie
nice,movie
Super,movie
Superb song,music
I love new oil song's,music
"""WORK FROM HOME ask me how to be a boss and earn money from your home, office part or full time, just invest 5000rs to 50thousand and your valuable time to get money whole life . just a call/sms/WhatsApp on 09953845344 to Mr. YOGESH AHUJA""",movie
For My NIS,movie
nice song,music
Eww! ,movie
The pairing is odd and the lyrics seem to be stolen from a 11 year old's notebook,music
just check the song  Shy - jai Watford,music
my dog started crying,movie
YO YO HONEY SINGH Again a hit song  you rock yo yo,movie
subbbbb....,movie
okay good comeback honey but fucking auto-tune 😕,music
Lovely song heart touching song if you are sad this song can make you😁😁,music
haha my super place Turkey Antalya :),movie
65m views wth,movie
awesome  song yo yo sing  ji.,music
Auto tune zindabad,music
awesome song,music
lovely song....😉,music
super song machi,music
this is very 💘ly song,music
yoyo honey sing,movie
niceeeeeeeeeeeeeeeeeeeeeeeeeeeee,movie
nice song,music
Nice song,music
 Very close to beat blue eye total view record. ,movie
awesum song!,music
khaleel ahmad,movie
like song ☺,music
I love this song it is best song,music
Ashil,movie
mahendra goswami,movie
I LIKE THIS VERY MUCH!!!!!!!!!!!!!,movie
Nice song,music
nice,movie
awesome awesome awesome awesome awesome awesome,movie
Best song,music
This song is very nice,music
no matter what...SONAM is hot !!,movie
K,movie
verry best song,music
superrrrrrrr,movie
nice song,music
Nice songs vedo,movie
my favorite song,music
vashikaran specialist +919928486828,movie
nice,movie
I love u,movie
awesome,movie
love the lyrics but the video EWW,movie
nixe song,music
nice song,music
Rockstar Yo!Yo! honey Singha,movie
"""Yeh India wale apnay khud Kay log or desh ki tarakhee say problem kya hain? Gana famous hora, ab woh honey Singh ka hi kyun ha no lmfao""",game
my febrate song...,music
very nice hrithik roshan is looking good,movie
its a too lovely song .,music
mixing is worthless,movie
"""Heya. You're Inspiring! whirl grubby What do you think, guys?""",movie
that's the most auto tune used in a song I've heard lol,movie
1.49  BARIŞ MANÇO :),movie
Nice songgggggg,movie
"""hrithik roshan is just like cheery on the cake,""",movie
Nice song honey bro...,music
brilliant dance by hruthik roshan,movie
i love this song,music
Hrithik looks🔥🔥🔥🔥🔥,movie
love this song,music
Yo yo yo yo songs,movie
very nice song,music
Waoo i like it,movie
this is the best song ever,music
Sonam kapoor looks like my girl friend,movie
nice song,music
Bellow nice song,music
Almost 65 million views!!!,movie
ar pal meri aaye yadaan,movie
adaan vich ae tun,movie
il di gal main dassa,movie
e dassa fir kinnu (x2),movie
"""eri meri, meri teri ik jind'di""",movie
k jind'di what do to,movie
hoomun main nachun main gaaun,movie
e likhun tere liye main kya karun,movie
heere dheere se meri zindagi mein aana,movie
heere dheere se dil ko churana (churana.),movie
umse pyaar hume hai kitna jaane jaana,movie
umse mil kar tumko hai batana,movie
eri meri story jaise,movie
ig Bang Theory,movie
ain sunaun chori-chori ye sab ko,movie
u mujhse door main yahan pe majboor,movie
hikva karun main ye Rabb ko (Rabb ko..),movie
k din tum bin beete lage saal,movie
era hua bura haal,movie
era hua bura haal,movie
aal kabhi apna mujhe to bataao na,movie
ur laut kar kabhi wapas mere paas aao na,movie
.....,movie
"""awesome song , heart touching line""",music
azaan is hot,movie
superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr songgggggggggggggggggggggggggggggggg,movie
niceeeeeeeeeeeeeeeeeeeeee,movie
awsome song,music
Nice,movie
nice,movie
Superb song,music
nice song,music
"""http://share.payoneer-affiliates.com/v2/share/6209651092639804292 account than enjoy earn money withdraw anytime link click and open account... account খুলতে সমস্যা হলে ফোন করেন 01937021560.....enjoy online shopping Can you get to do your online shopping at any time, and money from outside the country to be found to bring the budget.. account খোলে পাবেন ২৫$ তাই আর দেরি কেন এখনি অ্যাকাউন্ট খোলে ফেলেন আর নিয়ে নিন ২৫$ free...""",movie
Yo Yo Autotune Singh,movie
Great song I like it,music
awsm song,music
superb sng,movie
great song,music
my favourite actor: Hrithik Roshan rockzzzzzzz.,movie
Wow so less dislikes.. on the contrary people seem to like the song.,music
"""We Can Make The View Counter Go 78,000,000 Too ))""",movie
المياحي روعة,movie
juicinghigh,movie
Superb,movie
dheere,movie
dheere se mere  yoyo shubham,movie
hello,movie
😊,movie
its lovely song and sweet and my favorouite,music
i love u honey singh......,movie
I love songs 143,movie
"""C'mon, guys. You're Amazing. buzz afterthought""",movie
Ramro geet xa......,movie
arjun8097,movie
hayeee .....,movie
Wow nice song,music
Wow nice song,music
i love this song this song make me miss my friend,music
beautiful song...both Hrithik and Sonam are also incredible!!,music
Looking beautiful sonam and hritik............nice song yo yo...,music
Very nice song,music
Hii friends good afternoon nice song ,music
you yo my best fane 🌚,movie
zack knight,movie
what a song yar ya to mara favourite song ha yar,music
"""whos 36000 hatters""""""",movie
yiii,movie
Sonam kapoor lookimg so biutiful,movie
awesome,movie
very nice,movie
"""bad lyrics worst music ......... how can this foolish song can get 372,796 likes a school boy could hv sung this song better""",movie
relaxed,movie
oh,movie
It is a very beautiful song,music
i like hrithik roshan and sonam kapoor,movie
nyc songs,movie
WOWW NICE SONG,music
Sooooppperrrrrrr,movie
i love song................................yo yo,music
beautiful songs,movie
nic,movie
nice song yo yo honey singh,music
9c song,music
Awosome,movie
nice😁😁,movie
Hey there. It looks interesting. uncovered attend What's your opinion about it !!,movie
nice,movie
"""O..W....O..... Awesome.....Loveliest Video Song in this season . Thanks to all, who are  related in this song .""",movie
i love you hrithik,movie
"""ewww such ugly song filled up with nothing but auto tune, how did people even like this -.- .""",movie
i think first time ever sonam has taken correct decision.... thats to work wid honey,movie
rithik best,movie
good song,music
Go check out ,movie
Zack knight dhere dhere,movie
What's up. Very Courageous. invention toy   11,movie
Most liked YouTube Video of India ,movie
Come on break all records #dheeredheeresemerizindagi,movie
Wow Nice Song. ..,music
I like Youtube comment Fighting xD,movie
very nice song ......................,music
super song😍😘,music
Why do I feel like this song hasn't been sung by Honey singh? His voice is not that 'thinner'...I mean...first listen to the rap and then immediately listen to the song...you will also say that something is wrong in it... #JustSaying #NoOffense #HoneySinghFans ...P.s. Don't teach me about auto tune...i already know what it is !!!,movie
tunes r fab,movie
why would he choose kumar sanu song words? did he ran out of words? stupid.,music
beautiful song...,music
Sooo..... which part of this song hasn't been auto tuned?,music
very nice song,music
Yaseenawan,movie
❤ dis song.,music
Biwi ki chod key hey kya gaana  ga ra bhai .purana gana ko karab kardiya,movie
https://www.youtube.com/watch?v=nCD2hj6zJEc&index=3&list=PLk-sHIROETHVx2np41AWef0T8wzesVYKS,movie
Excellent Song,music
Amazing song,music
love sonam,movie
supperrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,movie
Bindass,movie
64 mil,movie
Nice dheere dheere se meri jindgi me aana,movie
honey singh is best music director of india and best rapper but this song proved he is one of best singer,movie
Awesome thanks t series,movie
Get Sonam Kapoor Off-Shoulder Crop Top @ http://www.shopclues.com/bollywood-diva-off-shoulder-crop-top-red-black-white.html,movie
🌹🌹🌹🌹🌿🌿,movie
nice,movie
bro u have totally ruined the orignal version of this song please !!! stfu,movie
awesome song,music
where is this song from,music
Howdy?  Looks nice. pinch expansion   !!!,movie
nice,movie
nice  I LOVE YOU MONA,movie
"""Simply to say This is top 1 in Honey singh's albums, top 1 in Hrithik roshan's songs and top 1 in Sonam kapoor's songs.  Best ever green song""",movie
I  don't  like that dress sonam kapoor wear that  pink top and  white skirt,movie
thats the song I like,music
100% real heart hit song,movie
O SONAM or O SANAM???,movie
nice song,music
so  nice song,music
"""I love this song,,,""",music
i love thi song,music
.vry nicr,movie
very nice song ....love.....,music
This song is good but imran khan songs are amazing,movie
so sweet song,music
sonam looking fabulous !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,movie
Which movie but,movie
Fucked up the song... Why Honey Singh...??,music
fantastically produced and directed well done <3,movie
no matter say abt honey singh but there z one thing that he guy has a unique style....he understands d game he z into,game
eww punjabi song,music
How to remove this song for autoplay forever.???,music
Yo Yo hony singh Thats a good singar,movie
great song,music
whores and cunts in comments section,movie
yo yo honey singh 💽lovely song,music
it is true old is gold dear,movie
superb,movie
HI,movie
blenders,movie
very nice song,music
People talk that this song has sing by another singer but if u all dont know that honey singh brings this idea n he wants to make this song in his own style.. If u wont believe just checkout the  media conference with bhusan hrithik n sonam u will get to know all the stuf,movie
I Love this song,music
Its nice,movie
superbbbbbbbbbbbbbbbbbb song,music
Learn English you fob.,movie
good,movie
my favorite songr,movie
nice,movie
It's so bad,movie
cool love this song,music
nice song,music
kumar sanu is best ever,movie
100 million going on,movie
so talented honey singh Lyrics singer Music 👌👌👌👌👌,movie
nice video i love it,movie
super...,movie
This song just touch my heart and this is my favourite song,music
Nice Track and Awesome Video,movie
awesome,movie
Very very Nice song😅☺😅,music
dheere dheere sy MRI zindge mein Ana ,movie
mano bile ,movie
hahhahaha,movie
Respect! Never imagined Yo Yo in such a role. To pull this off he has earned my full respect not just as a rapper but as a singer and composer. Job well done!,movie
bhai honey singh saare song super duper hit hote .  saari ladkiyon ko aap hi pta lo ge to hame toh muthi maar ke kaam chalana pdega,movie
Hiiiii,movie
amaaaaaaaaaaaaaaaaazing,movie
love this song,music
lovely....,movie
This isn't good.,movie
Nice song,music
superr,movie
so wonderful song i love it,music
This is d best song of yo yo honey singh,music
very very nice song i love this song but this song is old ashiqi movie song,movie
but very nice,movie
"""50% bass, 30% scenes, 15% old song, 4% auto tune, 1% vocals!""",movie
"""Man, 63 million views!! This will easily outnumber Kolaveri di in near future""",movie
I loved this song.....really nice.,music
✌✌✌✌✌👌👌👌👌👌👌👌👌🚶,movie
Awesome song,music
Reminds me of my first love,movie
very very nice song of the year,music
Why it is sung by yoyo honey 😏😏,music
His voice is yuck 😜😁,music
love the song,music
Nice song uuummmaaaahhh,music
Ha,movie
best song of Honey Singh,music
nice song,music
awesome song.....,music
nice song,music
nice song,music
nice fruend..,movie
so superrrrr song,music
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👆👎👎,movie
"""it's nice but,.................""",movie
what a voice of yoyo,music
its so beautiful song,music
"""friend,s let make this video in 100 crores views""",movie
nice song,music
worst song/singer/video,movie
nice,movie
Nice,movie
"""What a song//...really when I watched this, I would feel lot of romance!""",movie
great,movie
I love this song,music
superrrrrr,movie
vbkhnmm-mfgnvmmvmbmm,movie
Dr see ee,movie
love this is. a songsss.,movie
"""Awsome song.The tune,the place is superbly awsome.I thought that yo yo honey singh's Desi kalaakaqr was the best album ever but after I heard this album i felt i was wrong.I would wish yo yo honey singh to sing more songs like this.""",movie
Best song,music
nice song,music
yo yo king of india,movie
i like this song,music
last song is nice,music
"""awSm nc song,____honey u grt""",music
sampang,movie
mast,movie
"""superrrrrrrrrrrrrrrrrrrrr,,,,,,,,,,,,,,,,,""",movie
Class,movie
CHRIS BROWN KI MAA KA LO...YAL AUR ITNA BADA BHHO$$ADA,movie
If Hookah bar is copied from Chris browns song...then when i use Shazam or Sound hound app on the ooooooohhh ohhhhhhh ooooooooooo ohhhhhh ooooooooo  part ...the result is Hookah bar and not otherwise...How is the song copied :P,movie
 #DoublemindedPeople,movie
Video is good .. Songs also party song,movie
But seriously ... tera pyaar hookah bar .. lol,movie
WTF it means,movie
"""Hookah Bar ... 33,746,617 Views to the BIGGEST song of my career as a singer yet!""",movie
"""The Most Downloaded Song of 2012 , having come in late November !""",music
This ALL is YOUR Love & Infinite Blessings ... Keep loving & blessing always :),movie
The only sin in this song is -Asin!,music
after 3 years this song never get old :),music
I prefer this over Chris Browns song lol,music
"""Hey guys, what's the name of the song that starts at https://youtu.be/AihilcnejBA?t=2m51s ?""",music
awesome song,music
اححب اكشاي كومار ممممووووتتت,movie
😍😍😍😍😍😍😘😘😘😘😚❤💋💖💕,movie
auto tune itna !!! wtf,music
nice song,music
LOL! Is fun music though....(^_^),music
ooooooooooooooo everyoneooooooooooooteriaki yoka raz,movie
(((♡♡☆☆ lovely song ☆☆♡♡))),music
Beautifule,movie
😍😍😍😍😍😍 لك أحبك حب ماكو في الكرة الأرضية يا اكشاي حبيبي يا شرياني,movie
who the fuck is Chris Brown? I just googled him and he is not even Brown. He is black American. Who the fuck cares about an American? India > USA.,movie
Den Film Kauf ich bald coole songs damdam,movie
لعنكم الله يا ايها الماسنيين,movie
decadent song ... can't you have anything better to sing about ...,music
Even if they copied but they made it better... its like they fused Chris Brown's liveliness of the song and Bollywood's romantic essence.,movie
Nice song.. Acting could've been better.,movie
awesome muzik composition.,music
who like akshy kumar rasie hand.,movie
Does it make sense u criticize this song when them people making their money and u idiots commenting nonsense,music
this song resembles like turn up the music of Chris Brown,movie
"""Indians have no creativity, copying a well-known song thinking they will get away with it. Sad times.""",music
choreography should have been better....not a single good moment...audio is far better,music
This song is so stupid.,music
Good,movie
it's  awesome...,movie
انا على بالي السعودي والعربي الوحيد اللي يعرف المقطع ذا ☺☺,movie
طلع فيه عربي كثير يعرفون الاغنيه,movie
Very nice songs,movie
I don't anderstand anything but I love this song soooo much 😍,music
haha copied song:-[ india always copies cause they always suck,music
awesome,movie
I don't get the meaning of this song.,music
I love u too rabiya,movie
all I can say this song so much better than Chris Brown... God I love India / Punjabi song.... I don't understand what them singing lol 🎶,movie
This is the awesome song😀😀,music
Turn up the music part 2 :p,music
رووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووو عه كلش حلوو جنونيه,movie
song is good,music
2 Things That Will Never Tell You When They Come......,movie
1. Death ,movie
2. Me,movie
নাছ,movie
This was a wedding song 😂😂😂😂😂😂💖,music
Love  ♡♡♡♡♡love,movie
"""Hahah... its quite funny when people give excuses of inspired"""" when it is clearly a shameless copy.""""""",movie
sounds copied by chris browns song,movie
اكشاي انت دائمان ,movie
تعمل حاجات حلوه,movie
الاغنيه ده روعة,movie
music is copied from dalinda Alex mica,music
Nice song,music
I LOVE you,movie
nic....,movie
is that sign language in india for chugging cock?,movie
itz nice song,music
hmmmmmm,movie
is not a chris brown okey,movie
i love song,music
nick,movie
ok,movie
Superb,movie
ا,movie
kiyA bAtt,movie
sunt melodi frumose,movie
music is copied from dalinda Alex mica,music
😍😍,movie
like your songs,movie
this is such an awkward song...,music
I would say that this music is more similar to song Dalinda by Alex Mica then to Chris Brown Turn up the music ....,movie
pramodkumar I love song,music
nice,movie
 I always thought himesh sang this song I was wrong :/,music
Smoked It all the way!! hookaa,movie
نـِْاإأإأإيّےس,movie
A guilty pleasure song,music
hy,movie
this is party song awesome,music
okey is not a chris brown,movie
hookah bar song-khiladi 786,music
Indians are fuckin creeps ,movie
No one is actually smoking a hookah,movie
Not bad,movie
nice song,music
Lol! Fuck Bollywood This Song is copied from Chris Brown's Turn Up The Music,movie
and Balma is copied from LMFAO's I'M SEXY AND I KNOW IT! #FucBollyWood,movie
i,movie
nice videos,movie
Nice song.,music
songs is my life,movie
فیلم ها رو برای من باز نمی کنه,movie
روعااا,movie
Lmao that scrappy voiceover at the beginning😂😂😂,movie
Лоогоблшдлгджноаамми кэск3ууввыц,movie
احلى اغنية روعة,movie
nice song,music
this song is sick,music
Mo,movie
O,movie
MUbara,movie
Diljit dosanjh rocks,movie
بياربيار,movie
The Autotune is real.,movie
"""Woah..man seriously bollywood is such a copy machine this song is Justin Biebers song What the hell u guys have even copied Ushers-Usher wtf ? At least spare justin i dont wanna start a fight but at least don't copy others hardwork mabey ur not even alive to see ur copying others i mean ur songs are great guys but atleast at the begining just say this song is inspires my justin"""" Copy machines """"""",movie
Although sounds similar to chris brown but I like this better than chris brown song! More catchier and energetic! ,movie
"""If u need free likes just type this,""",movie
This song is copied from CHRIS BROWNs TURN UP THE MUSIC,movie
i like this song,music
wow Nice,movie
nice song danger ahha,music
acha gana he,movie
"""I am from Guatemala but loveeeeee Indian music food culture clothing I have been to India and fell in love with Mumbai most of my friends are from there and they are the most welcoming loving people ever, I can't wait to go back to India my heart is still there :(""",music
الي لابسه أخضر حلوا كتير,movie
احب هاي الاغنية,movie
nyc song,music
رواعه,movie
my fav song   oooo oooo ooo ooo oo o,music
The song is very addictive,music
Asin is FIT,movie
very nice song,music
NICE,movie
This is why America is known for there pop culture and not other countries...,movie
Only had the lyrics been better....it would have been a gem of a song...still a must have song for dance!,movie
Chris Brow have that song too OMG this is so stupid thing :D,music
Very good I want a hookah ,movie
copy of Chris Brown turn up the music,music
 ,movie
"""6800 people do not know what it music,..,""",music
nice  09390627757,movie
Bollywood ka best song,movie
the part oooooh sounds exactly similar to the chris brown's one ''turn up the music'',movie
We live in England and we do not sound like freshies we can sing properly and my little bro loves this song and he is only four and he says the words but he can't say them properly its bear funny,movie
AZERBAYJAN,movie
"""They copied oooooh oooo w woo"""" from crhsi browns song""""""",music
1234567890 110,movie
I LIKE SONG,music
Ppki,movie
I like this song very much because of its music and beat which attracted me a lot,movie
Copied from turn up the music - chris brown📍,music
Nice song,music
حلووووووووووو,movie
أغنية تعكس الستايل الهندي المعصرن ب الرقص / راقت لي طلة كومار ,movie
"""i don't get what's copied, the only part added is, ooohhhhhh...""""........... like in will.i.ams happy birthday they have copied from 'Urvashi' indians don't comment bad things about it, i basically love that song, so can we all just stop the fighting?""""""",music
Allah uekber ,movie
Joss bhai!,movie
i love this vido,movie
GOOOOOOOOOOOOD,movie
Fg,movie
Jawad,movie
"""OMG!  Well, I need a large stiff one after watching this! Before anyone starts (because I've read the filthy comments on here) I mean a drink! lol""",movie
"""What is with this comment section? I agree that this song sounds like Chris Brown's song (the oh"""") part, but then again, isn't the tune of will.i.am's """"It's my birthday"""" a copy of the Indian song """"Urvashi""""? That song seems to be getting no harsh hate or bad comments from Indians or anyone else, so why is it different for this song?""""""",movie
بياربيار,movie
wait a second this isn't tera,movie
fine,movie
You're right ashugtiwari itz a copycat from Chris Brown's Song. By the way most of Indian movies also are a copycat of Hollywood fuck Indians they don't know how to make their own ones,movie
Good,movie
روعهههه,movie
Wow itss awsome .we indians are born awsome,movie
So indian version of Chris Brown's Turn Up the music :D loll!!,movie
the tune of this song is actually copied from a romanian song named Dalinda by Alex Mica,movie
روعهههه,movie
I like it song,music
تهبل الأغنية ,movie
روووووووووووووووووووووووووووووووووووععععععععععععععععععععة,movie
ho is gustin biber chutiya,movie
Hands down one of the best songs ever made in Bollywood even some of its is copied or lets say inspired,movie
Freaking bollywood music... composer copied this tune from #ChrisBrown - Turn up the music... ,movie
this is the best sound I've ever heard,music
slap those who say this song is copy of brown song .....who the hell say there is similarity ....... brown is an asshole .....,music
my mom likes this song so much LOL,music
Music is too good can make dance any person,music
I love this song!!! It is my most favorite song in the world. Ut reminds me of my sister's engagement.,music
Where are they hiding these sexy as Indian girls man ,movie
Fuck all the haters especially the Asians ... This song is not a copy of anything... I have heard the Chris Brown song.. It's totally different... This song has been internationally played in many different countries and nightclubs and truly rocks.. Everything is perfect ,music
Cool,movie
"""For everybody saying that this is a copy of Chris Brown's song Turn Up the Music, I sort of agree it was a copy, but Chris Brown's video wasn't original either, all of the dance moves he did were a combination of Michael Jackson's dances in Beat It, Bille Jean, and Dangerous. Artisans do it all the time and I bet u are copying somebody else too.""",movie
This Could Have been a Great Edward Maya type Of House Song :)),music
akki,movie
Awaamkakodnka,movie
Love the tune.,music
it sounds nothing like chris browns turn up the music ok maybe the music is similar,movie
These niggas look like they are sucking some dick😂😂 👌👌,movie
I love to hear songs,movie
Awesome!! ¡!!!!¡!!!!!!♥,movie
Good song,music
Ayeminkyaw,movie
really cool song and moving like,music
Superb  song,music
Jaan,movie
wtf?,movie
this song is copied by turn up the music chris brown,movie
That's my favorite song,music
I'm so hap. Thin. ,movie
phadu yar.......,movie
Nice song,music
Msttt..,movie
ماهذ يا اكشي كمار انت عشق البنت  من سوك انت و شروخان و كرين كبور عليكم ان تقدم فلم  احبك يا عشق حياتي انا عربي لكن انتمي الى الهند مابي كان جنرانا في الجيش الهندي يوم السبت سوف اذهب الا الهند رررررررررررروووووووووووععععععععععععة,movie
NICE SONG EVER,music
Chris Brown wtf ?,movie
Keele,movie
Akshay kumar da best,movie
okay so hookah bar is pretty much a copy of turn up the music by chris brown and balma is a copy of i'm sexy and i know it by LMFAO.,music
I don't know why there's a lot of argument in the comment about this song? Just fucking enjoy it please!! ,music
هوبا بار بار بار بار ..,movie
good song,music
"""the EVERYONE!!"""" ruined it""""""",movie
Very Nice song ,music
I like this song,music
"""Lol, thats how you get turned up!!!""",movie
sade 6 hazaar chutiye!,movie
This song is a copy from chris browns turn up the music listen to the ORIGINAL song it's much better than this Indian crap ,movie
كلش حلو,movie
Akshay Kumar,movie
Eros company are so annoying with their stupid trailer in every song,movie
why is Asin so underrated? ,movie
The people who are saying this song is copied from Dalinda and Chris Brown's song are deaf and they seems to be West lovers spoiling our country.Some beats might resemble but the song is more catchy and original than those fucked up songs.,movie
I like this song so much. Gets me all motivated to do alot of stuff that i want to do. ^_^,music
Waaalecamodkkz,movie
I dont think so Composer Himesh would copy a track.,music
Moniruddin,movie
Turn up the music + dalinda = hookah bar,music
Melodias,movie
Nice,movie
Best song  and dance,music
"""I listened to Chris Brown - Turn Up the Music; date:-Feb 17, 2012"""" and I listened to """"Hookah Bar Song - Khiladi 786 Ft. Akshay Kumar & Asin; date:-Nov 6, 2012"""" as well.""""""",movie
Conclusion : -,movie
"""Hookah Bar"""" is far far more better than """"Chris Brown - Turn Up the Music"""".""""""",music
Why would you want to work on Pentium - 1 when you have Core - i7 before you. Stupid !!,movie
tf is he doing with his hand to his mouth,movie
Nice,movie
Hint filmleri harika bana film onerirmisiniz bunun filmini izleyin süper,movie
Himesh Reshammiya is a great singer and akshay kumar he is the best of the best,music
Nice song,music
nice song,music
Nice,movie
Abdul.hqk,movie
only akshay film can produce good songs,movie
ganja and himesh,movie
This song is awesome,music
nice  song,music
WTF COPIED FROM CHRIS BROWN- turn up the music. THE FULL SONG IS COPIED FROM CHRIS AND A LATINO SONG.,movie
Nice songs,movie
I love you I love you I love you I love ,movie
rocking,movie
Best song,music
Sa,movie
Las,movie
my favorit song,music
I have heard that Chris Brown song. Except that oooo oooo everything is original.  And it's fucking awesome ,movie
so schön ist das music ,music
very good super,movie
Nice,movie
"""uhh whatever ,song makes people dance .""",music
Love u akshay I'm on my mums iPad I'm 9 years old and I just love u alot😘😘😘😘😘😘😘😍😍😍😍😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘😘😘😘😘😘👧🏽 I am Bengali ,movie
💃💃💃,movie
পপপপপপপপ,movie
lolllllll,movie
lol guys its called sampling and the sample was from the romanian song dalinda,music
Tera Giveaway: https://gleam.io/ILktp-GSoPJP,movie
how can pyaar(love) be compared to Hukka bar??.someone plz tell,movie
I love this songs,movie
Need that typical mood to listen to these songs...,movie
goat shit,movie
 Do hand like coming in mouth))),movie
Wow a chris brown ripoff,movie
YASSSSSSSSSS,movie
